Player,Pos,Squad,Comp,MP,Min,Gls,Ast,GA,xG,npxG,xAG,Sh,SoT,SoT_pct,KP,SCA,GCA,Succ_pct,Goals_per90,Assists_per90,xG_per90,Finishing,Shot_Accuracy
Steven Skrzybski,"MF,FW",Holstein Kiel,de Bundesliga,24,1323,6,3,9,3.5,2.7,2.9,32,12,37.5,22,51,5,59.1,0.41,0.2,0.24,2.5,37.5
William Smallbone,MF,Southampton,eng Premier League,18,690,1,0,1,0.6,0.6,0.7,7,1,14.3,10,16,0,66.7,0.13,0.0,0.08,0.4,14.29
Adam Smith,DF,Bournemouth,eng Premier League,25,1590,0,0,0,0.7,0.7,0.4,3,0,0.0,8,23,2,37.5,0.0,0.0,0.04,-0.7,0.0
Eric Smith,"DF,MF",St. Pauli,de Bundesliga,32,2827,1,1,2,1.4,1.4,1.5,24,9,37.5,28,66,2,60.0,0.03,0.03,0.04,-0.4,37.5
Emile Smith Rowe,MF,Fulham,eng Premier League,34,2043,6,3,9,4.5,4.5,1.4,37,11,29.7,24,73,12,45.7,0.26,0.13,0.2,1.5,29.73
Ivan Smolčić,DF,Como,it Serie A,9,630,0,0,0,0.4,0.4,0.1,7,3,42.9,2,8,0,0.0,0.0,0.0,0.06,-0.4,42.86
Simon Sohm,MF,Parma,it Serie A,37,2989,4,0,4,3.1,3.1,2.1,34,13,38.2,20,78,3,42.9,0.12,0.0,0.09,0.9,38.24
Alex Sola,"MF,FW",Getafe,es La Liga,19,1029,0,1,1,1.0,1.0,0.7,15,2,13.3,9,26,2,34.4,0.0,0.09,0.09,-1.0,13.33
Dominic Solanke,FW,Tottenham,eng Premier League,27,2201,9,3,12,10.9,10.1,2.9,59,24,40.7,14,37,8,33.3,0.37,0.12,0.45,-1.9,40.68
Ola Solbakken,"MF,FW",Empoli,it Serie A,21,760,0,0,0,0.8,0.8,0.4,4,3,75.0,9,12,1,46.7,0.0,0.0,0.09,-0.8,75.0
Carlos Soler,"MF,FW",West Ham,eng Premier League,31,1409,1,1,2,1.8,1.8,1.4,25,8,32.0,18,51,2,44.4,0.06,0.06,0.11,-0.8,32.0
Oumar Solet,DF,Udinese,it Serie A,19,1672,1,2,3,0.8,0.8,1.2,12,7,58.3,17,33,3,80.6,0.05,0.11,0.04,0.2,58.33
Jhon Solis,MF,Girona,es La Liga,19,535,1,0,1,0.7,0.7,0.1,4,1,25.0,2,6,0,41.7,0.17,0.0,0.12,0.3,25.0
Yann Sommer,GK,Inter,it Serie A,32,2880,0,0,0,0.0,0.0,0.0,0,0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,
David Soria,GK,Getafe,es La Liga,38,3420,0,0,0,0.0,0.0,0.0,0,0,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0,
Juan Soriano,GK,Leganés,es La Liga,6,540,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,
Borna Sosa,DF,Torino,it Serie A,19,1181,0,0,0,0.3,0.3,0.7,4,1,25.0,11,24,1,42.9,0.0,0.0,0.02,-0.3,25.0
Hugo Sotelo,MF,Celta Vigo,es La Liga,24,1254,0,0,0,0.2,0.2,1.7,4,0,0.0,19,40,0,40.0,0.0,0.0,0.01,-0.2,0.0
Florian Sotoca,"FW,MF",Lens,fr Ligue 1,31,1794,1,1,2,4.6,4.6,1.5,47,18,38.3,18,53,3,41.0,0.05,0.05,0.23,-3.6,38.3
Riccardo Sottil,"FW,MF",Fiorentina,it Serie A,18,833,1,1,2,0.9,0.9,0.9,22,6,27.3,12,35,4,40.7,0.11,0.11,0.1,0.1,27.27
Tomáš Souček,MF,West Ham,eng Premier League,35,2567,9,1,10,6.7,6.7,1.0,55,17,30.9,14,44,3,50.0,0.32,0.04,0.23,2.3,30.91
Matìas Soulé,"MF,DF",Roma,it Serie A,27,1781,5,5,10,3.0,3.0,5.2,42,13,31.0,51,90,8,32.4,0.25,0.25,0.15,2.0,30.95
Boubakary Soumaré,MF,Leicester City,eng Premier League,31,2171,0,0,0,0.3,0.3,0.4,7,0,0.0,11,35,3,60.0,0.0,0.0,0.01,-0.3,0.0
Issa Soumaré,"FW,MF",Le Havre,fr Ligue 1,29,1902,5,4,9,3.8,3.8,3.1,43,19,44.2,28,52,9,28.1,0.24,0.19,0.18,1.2,44.19
Djibril Sow,MF,Sevilla,es La Liga,30,2062,2,1,3,2.4,2.4,1.6,22,6,27.3,21,64,4,40.0,0.09,0.04,0.1,-0.4,27.27
Saidou Sow,DF,Strasbourg,fr Ligue 1,12,1018,0,1,1,0.3,0.3,0.2,4,1,25.0,2,6,1,50.0,0.0,0.09,0.03,-0.3,25.0
Saidou Sow,DF,Nantes,fr Ligue 1,9,799,1,0,1,0.6,0.6,0.4,5,2,40.0,2,9,0,66.7,0.11,0.0,0.07,0.4,40.0
Djed Spence,DF,Tottenham,eng Premier League,25,1792,1,2,3,0.6,0.6,1.8,10,3,30.0,11,29,5,50.0,0.05,0.1,0.03,0.4,30.0
Leonardo Spinazzola,"DF,FW",Napoli,it Serie A,27,1517,1,1,2,0.8,0.8,3.5,12,4,33.3,26,47,3,43.8,0.06,0.06,0.05,0.2,33.33
Anton Stach,"MF,DF",Hoffenheim,de Bundesliga,30,2585,1,2,3,2.0,2.0,2.2,35,10,28.6,26,63,5,42.9,0.03,0.07,0.07,-1.0,28.57
Jens Stage,MF,Werder Bremen,de Bundesliga,28,2204,10,5,15,7.2,7.2,2.8,44,15,34.1,23,63,15,47.1,0.41,0.2,0.29,2.8,34.09
Josip Stanišić,DF,Bayern Munich,de Bundesliga,14,876,0,2,2,0.3,0.3,1.5,2,0,0.0,14,23,4,71.4,0.0,0.21,0.03,-0.3,0.0
Filip Stankovic,GK,Venezia,it Serie A,16,1367,0,0,0,0.0,0.0,0.0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,
Carl Starfelt,DF,Celta Vigo,es La Liga,28,2270,1,0,1,0.5,0.5,0.2,5,1,20.0,6,18,1,100.0,0.04,0.0,0.02,0.5,20.0
Niklas Stark,DF,Werder Bremen,de Bundesliga,26,2106,0,1,1,1.1,1.1,0.1,12,3,25.0,1,11,2,100.0,0.0,0.04,0.05,-1.1,25.0
Lucas Stassin,FW,Saint-Étienne,fr Ligue 1,28,1887,12,4,16,7.0,7.0,3.4,44,23,52.3,18,34,8,41.7,0.57,0.19,0.33,5.0,52.27
Orri Steinn Óskarsson,FW,Real Sociedad,es La Liga,23,944,3,0,3,5.2,5.2,0.2,19,7,36.8,5,10,0,25.0,0.29,0.0,0.5,-2.2,36.84
Jack Stephens,DF,Southampton,eng Premier League,19,1389,1,0,1,0.6,0.6,0.2,4,2,50.0,3,13,0,0.0,0.06,0.0,0.04,0.4,50.0
Leonidas Stergiou,DF,Stuttgart,de Bundesliga,12,852,1,2,3,1.1,1.1,0.9,3,1,33.3,4,12,6,66.7,0.11,0.21,0.12,-0.1,33.33
Raheem Sterling,"FW,MF",Arsenal,eng Premier League,17,499,0,2,2,1.4,1.4,0.5,11,0,0.0,8,19,3,33.3,0.0,0.36,0.25,-1.4,0.0
Ross Stewart,FW,Southampton,eng Premier League,12,389,1,0,1,1.1,1.1,0.0,9,2,22.2,0,5,0,60.0,0.23,0.0,0.25,-0.1,22.22
Angelo Stiller,MF,Stuttgart,de Bundesliga,32,2741,1,8,9,1.8,1.8,7.2,21,4,19.0,59,111,10,66.7,0.03,0.26,0.06,-0.8,19.05
Kevin Stöger,MF,Gladbach,de Bundesliga,31,1551,3,3,6,3.9,2.3,5.3,24,9,37.5,54,106,8,47.2,0.17,0.17,0.23,-0.9,37.5
Stoichkov,"MF,FW",Alavés,es La Liga,16,699,0,1,1,1.1,1.1,1.2,18,3,16.7,7,28,2,33.3,0.0,0.13,0.14,-1.1,16.67
Jakub Stolarczyk,GK,Leicester City,eng Premier League,10,900,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,
John Stones,"DF,MF",Manchester City,eng Premier League,11,548,2,0,2,0.4,0.4,0.1,2,2,100.0,2,8,2,100.0,0.33,0.0,0.07,1.6,100.0
Jørgen Strand Larsen,FW,Wolves,eng Premier League,35,2587,14,4,18,10.3,10.3,3.0,54,33,61.1,21,42,6,40.0,0.49,0.14,0.36,3.7,61.11
Gabriel Strefezza,"FW,MF",Como,it Serie A,37,2619,6,4,10,3.7,3.7,3.9,58,21,36.2,57,111,4,43.9,0.21,0.14,0.13,2.3,36.21
Cristhian Stuani,FW,Girona,es La Liga,32,1078,11,2,13,8.1,5.8,0.6,31,16,51.6,6,14,3,40.0,0.92,0.17,0.68,2.9,51.61
Álex Suárez,DF,Las Palmas,es La Liga,30,2460,0,0,0,0.5,0.5,0.1,6,3,50.0,3,14,2,0.0,0.0,0.0,0.02,-0.5,50.0
Denis Suárez,MF,Villarreal,es La Liga,21,608,1,1,2,0.9,0.9,1.5,10,3,30.0,14,28,3,58.8,0.15,0.15,0.13,0.1,30.0
Gabriel Suazo,DF,Toulouse,fr Ligue 1,30,2163,0,6,6,0.8,0.8,3.8,7,4,57.1,40,82,11,64.1,0.0,0.25,0.03,-0.8,57.14
Luka Sučić,MF,Real Sociedad,es La Liga,29,1792,1,1,2,3.3,3.3,2.6,43,11,25.6,25,55,5,47.2,0.05,0.05,0.17,-2.3,25.58
Yukinari Sugawara,"DF,MF",Southampton,eng Premier League,30,1557,1,1,2,0.5,0.5,2.2,14,5,35.7,17,39,1,45.0,0.06,0.06,0.03,0.5,35.71
Niklas Süle,DF,Dortmund,de Bundesliga,15,1053,0,0,0,0.6,0.6,0.1,9,2,22.2,3,15,1,42.9,0.0,0.0,0.05,-0.6,22.22
Kamaldeen Sulemana,"FW,MF",Southampton,eng Premier League,26,1402,1,1,2,1.5,1.5,1.0,29,8,27.6,10,30,3,37.9,0.06,0.06,0.1,-0.5,27.59
Crysencio Summerville,"FW,MF",West Ham,eng Premier League,19,786,1,1,2,1.6,1.6,1.7,14,4,28.6,17,35,1,33.3,0.11,0.11,0.18,-0.6,28.57
Tomáš Suslov,"MF,FW",Hellas Verona,it Serie A,31,2080,0,1,1,1.6,1.6,1.9,32,7,21.9,27,74,4,46.8,0.0,0.04,0.07,-1.6,21.88
Suso,"FW,MF",Sevilla,es La Liga,16,606,0,2,2,0.7,0.7,1.6,16,4,25.0,22,45,3,43.8,0.0,0.3,0.1,-0.7,25.0
Zion Suzuki,GK,Parma,it Serie A,37,3314,0,0,0,0.0,0.0,0.0,0,0,0.0,0,9,1,0.0,0.0,0.0,0.0,0.0,
Mattias Svanberg,MF,Wolfsburg,de Bundesliga,20,1219,3,1,4,3.6,3.6,1.7,21,7,33.3,13,29,5,40.0,0.22,0.07,0.27,-0.6,33.33
Daniel Svensson,"DF,FW",Dortmund,de Bundesliga,12,781,1,3,4,0.8,0.8,1.2,6,2,33.3,10,20,3,20.0,0.12,0.35,0.09,0.2,33.33
Marin Šverko,DF,Venezia,it Serie A,16,1117,1,0,1,0.3,0.3,0.3,3,1,33.3,2,13,1,60.0,0.08,0.0,0.02,0.7,33.33
Mile Svilar,GK,Roma,it Serie A,38,3420,0,0,0,0.0,0.0,0.0,1,0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Svoboda,DF,Venezia,it Serie A,16,1314,1,0,1,0.2,0.2,0.6,4,4,100.0,5,16,0,66.7,0.07,0.0,0.01,0.8,100.0
Williot Swedberg,"FW,MF",Celta Vigo,es La Liga,32,1348,4,5,9,5.2,5.2,2.6,32,15,46.9,16,36,8,22.7,0.27,0.33,0.35,-1.2,46.88
Abakar Sylla,DF,Strasbourg,fr Ligue 1,21,950,1,0,1,0.4,0.4,0.1,5,1,20.0,1,4,1,50.0,0.09,0.0,0.04,0.6,20.0
Issiaga Sylla,DF,Montpellier,fr Ligue 1,19,1156,1,0,1,1.8,1.8,0.6,11,2,18.2,7,20,2,60.0,0.08,0.0,0.14,-0.8,18.18
Mamadou Sylla,"FW,MF",Valladolid,es La Liga,29,1583,5,1,6,5.1,2.0,1.7,18,3,16.7,14,22,5,29.4,0.28,0.06,0.29,-0.1,16.67
Wojciech Szczęsny,GK,Barcelona,es La Liga,15,1350,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,100.0,0.0,0.0,0.0,0.0,
Sammie Szmodics,"FW,MF",Ipswich Town,eng Premier League,20,992,4,0,4,3.4,3.4,0.2,21,12,57.1,5,10,0,33.3,0.36,0.0,0.31,0.6,57.14
Dominik Szoboszlai,MF,Liverpool,eng Premier League,36,2491,6,6,12,7.3,7.3,7.4,67,22,32.8,56,119,16,51.2,0.22,0.22,0.26,-1.3,32.84
Alexander Sørloth,FW,Atlético Madrid,es La Liga,35,1566,20,2,22,16.8,16.0,1.6,78,40,51.3,13,30,5,37.8,1.15,0.11,0.97,3.2,51.28
Musa Al-Taamari,"FW,MF",Montpellier,fr Ligue 1,15,1116,2,1,3,2.6,2.6,1.5,27,11,40.7,12,35,5,32.4,0.16,0.08,0.21,-0.6,40.74
Musa Al-Taamari,"FW,MF",Rennes,fr Ligue 1,11,567,1,0,1,2.4,2.4,1.3,14,3,21.4,10,22,1,35.0,0.16,0.0,0.38,-1.4,21.43
Haris Tabakovic,FW,Hoffenheim,de Bundesliga,22,821,3,1,4,3.3,3.3,1.2,30,10,33.3,9,16,3,33.3,0.33,0.11,0.36,-0.3,33.33
Nicolás Tagliafico,DF,Lyon,fr Ligue 1,24,1902,3,1,4,3.0,3.0,0.8,28,7,25.0,5,28,6,12.5,0.14,0.05,0.14,0.0,25.0
Jonathan Tah,DF,Leverkusen,de Bundesliga,33,2970,3,0,3,1.1,1.1,0.4,24,7,29.2,4,30,5,60.0,0.09,0.0,0.03,1.9,29.17
Adrien Tameze,"MF,DF",Torino,it Serie A,20,649,0,0,0,0.4,0.4,0.8,7,3,42.9,6,8,0,26.7,0.0,0.0,0.06,-0.4,42.86
Renato Tapia,"MF,DF",Leganés,es La Liga,34,2424,1,0,1,0.6,0.6,0.4,14,6,42.9,8,24,4,51.4,0.04,0.0,0.02,0.4,42.86
Edmond Tapsoba,DF,Leverkusen,de Bundesliga,29,2507,0,0,0,1.1,1.1,0.2,21,2,9.5,4,34,6,57.9,0.0,0.0,0.04,-1.1,9.52
Florian Tardieu,MF,Saint-Étienne,fr Ligue 1,24,1252,2,4,6,0.6,0.6,1.3,16,3,18.8,19,45,5,23.1,0.14,0.29,0.04,1.4,18.75
Mehdi Taremi,FW,Inter,it Serie A,25,807,1,2,3,3.5,2.7,1.6,13,5,38.5,15,33,4,54.5,0.11,0.22,0.39,-2.5,38.46
Oussama Targhalline,MF,Le Havre,fr Ligue 1,14,990,0,0,0,0.1,0.1,0.7,5,0,0.0,6,20,2,38.5,0.0,0.0,0.01,-0.1,0.0
James Tarkowski,DF,Everton,eng Premier League,33,2922,1,1,2,1.3,1.3,2.9,15,4,26.7,16,38,4,71.4,0.03,0.03,0.04,-0.3,26.67
César Tárrega,DF,Valencia,es La Liga,34,3026,2,0,2,1.9,1.9,0.1,20,6,30.0,3,10,0,73.3,0.06,0.0,0.06,0.1,30.0
Nuno Tavares,DF,Lazio,it Serie A,23,1686,0,8,8,1.1,1.1,4.8,28,5,17.9,33,63,11,46.7,0.0,0.43,0.06,-1.1,17.86
Marcus Tavernier,"FW,MF",Bournemouth,eng Premier League,29,1939,3,5,8,5.5,5.5,4.0,57,17,29.8,43,98,11,43.1,0.14,0.23,0.26,-2.5,29.82
Charlie Taylor,DF,Southampton,eng Premier League,8,356,0,0,0,0.0,0.0,0.1,0,0,0.0,1,2,1,100.0,0.0,0.0,0.0,0.0,
Jack Taylor,MF,Ipswich Town,eng Premier League,32,860,1,0,1,0.7,0.7,0.5,19,4,21.1,5,22,2,36.4,0.1,0.0,0.07,0.3,21.05
Loum Tchaouna,"FW,MF",Lazio,it Serie A,24,660,1,0,1,2.5,2.5,0.6,23,8,34.8,10,25,6,50.0,0.14,0.0,0.34,-1.5,34.78
Jackson Tchatchoua,"DF,MF",Hellas Verona,it Serie A,36,3167,2,3,5,1.6,1.6,2.8,18,3,16.7,34,60,3,52.5,0.06,0.09,0.05,0.4,16.67
Enzo Tchato,DF,Montpellier,fr Ligue 1,27,1899,0,0,0,0.1,0.1,1.5,4,2,50.0,14,33,0,42.9,0.0,0.0,0.0,-0.1,50.0
Aurélien Tchouaméni,"DF,MF",Real Madrid,es La Liga,32,2689,0,0,0,1.7,1.7,0.6,19,3,15.8,5,34,0,62.5,0.0,0.0,0.06,-1.7,15.79
Álvaro Tejero,"MF,DF",Espanyol,es La Liga,28,1238,1,4,5,0.6,0.6,2.9,17,4,23.5,33,55,9,21.4,0.07,0.29,0.04,0.4,23.53
Mathys Tel,FW,Tottenham,eng Premier League,13,911,2,1,3,3.0,2.2,2.6,22,8,36.4,14,28,2,28.3,0.2,0.1,0.3,-1.0,36.36
Nathan Tella,"MF,FW",Leverkusen,de Bundesliga,27,1359,2,4,6,3.1,3.1,1.5,28,10,35.7,18,32,7,37.3,0.13,0.26,0.21,-1.1,35.71
Nahuel Tenaglia,DF,Alavés,es La Liga,34,2922,2,1,3,2.2,2.2,1.6,27,8,29.6,19,51,4,48.6,0.06,0.03,0.07,-0.2,29.63
Casper Tengstedt,FW,Hellas Verona,it Serie A,25,1517,6,1,7,5.3,4.5,0.9,37,10,27.0,12,24,3,33.3,0.36,0.06,0.31,0.7,27.03
Marc-André ter Stegen,GK,Barcelona,es La Liga,8,674,0,0,0,0.0,0.0,0.0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,
Filippo Terracciano,"DF,MF",Milan,it Serie A,13,539,0,0,0,0.2,0.2,0.1,3,1,33.3,2,4,0,0.0,0.0,0.0,0.03,-0.2,33.33
Ramón Terrats,"MF,FW",Getafe,es La Liga,15,1219,4,1,5,2.2,2.2,2.5,19,8,42.1,16,32,2,50.0,0.3,0.07,0.16,1.8,42.11
Martin Terrier,"MF,FW",Leverkusen,de Bundesliga,15,584,2,1,3,2.4,2.4,0.9,16,6,37.5,8,21,3,50.0,0.31,0.15,0.37,-0.4,37.5
Tanner Tessmann,MF,Lyon,fr Ligue 1,25,1234,1,0,1,1.0,1.0,0.6,18,10,55.6,7,18,1,50.0,0.07,0.0,0.07,0.0,55.56
Kenny Tete,DF,Fulham,eng Premier League,22,1774,0,2,2,1.4,1.4,0.9,24,2,8.3,9,36,4,45.0,0.0,0.1,0.07,-1.4,8.33
Teddy Teuma,MF,Reims,fr Ligue 1,17,750,1,0,1,1.4,0.6,1.1,13,2,15.4,13,28,0,25.0,0.12,0.0,0.17,-0.4,15.38
Jordan Teze,DF,Monaco,fr Ligue 1,16,569,1,0,1,1.2,1.2,1.5,5,2,40.0,13,19,0,50.0,0.16,0.0,0.19,-0.2,40.0
Florian Thauvin,"FW,MF",Udinese,it Serie A,25,1956,8,3,11,8.1,5.7,3.8,51,23,45.1,39,93,9,42.4,0.37,0.14,0.37,-0.1,45.1
Arthur Theate,DF,Eint Frankfurt,de Bundesliga,31,2704,0,0,0,2.4,2.4,1.0,36,9,25.0,13,47,7,76.9,0.0,0.0,0.08,-2.4,25.0
Malick Thiaw,DF,Milan,it Serie A,22,1806,0,0,0,0.6,0.6,0.1,7,0,0.0,4,21,1,75.0,0.0,0.0,0.03,-0.6,0.0
Luke Thomas,DF,Leicester City,eng Premier League,14,1110,0,0,0,0.4,0.4,0.5,5,0,0.0,9,16,1,50.0,0.0,0.0,0.03,-0.4,0.0
Sorba Thomas,"FW,MF",Nantes,fr Ligue 1,25,1321,1,3,4,1.5,1.5,3.7,9,1,11.1,36,54,6,37.5,0.07,0.2,0.1,-0.5,11.11
Adrien Thomasson,MF,Lens,fr Ligue 1,33,2615,3,7,10,5.9,5.9,6.0,41,11,26.8,56,109,11,43.3,0.1,0.24,0.2,-2.9,26.83
Morten Thorsby,"MF,FW",Genoa,it Serie A,30,1898,0,1,1,2.8,2.8,2.1,15,6,40.0,27,55,2,40.9,0.0,0.05,0.13,-2.8,40.0
Khéphren Thuram,MF,Juventus,it Serie A,35,2326,4,5,9,3.5,3.5,3.6,36,10,27.8,25,56,10,55.7,0.15,0.19,0.14,0.5,27.78
Marcus Thuram,FW,Inter,it Serie A,31,2200,14,4,18,9.9,9.9,4.4,64,27,42.2,39,90,16,45.3,0.57,0.16,0.4,4.1,42.19
Cheikh Tidiane Niasse,MF,Hellas Verona,it Serie A,11,755,0,0,0,0.4,0.4,0.1,3,1,33.3,4,12,0,14.3,0.0,0.0,0.05,-0.4,33.33
Youri Tielemans,MF,Aston Villa,eng Premier League,36,3026,3,7,10,3.3,2.5,7.0,40,12,30.0,60,122,12,50.8,0.09,0.21,0.1,-0.3,30.0
Phillip Tietz,FW,Augsburg,de Bundesliga,34,1686,7,2,9,6.1,5.3,1.2,51,19,37.3,22,48,5,48.4,0.37,0.11,0.33,0.9,37.25
Jurriën Timber,DF,Arsenal,eng Premier League,30,2417,1,3,4,1.2,1.2,0.8,14,4,28.6,17,52,9,45.3,0.04,0.11,0.04,-0.2,28.57
Jean-Clair Todibo,DF,West Ham,eng Premier League,27,1825,0,0,0,0.4,0.4,0.0,5,0,0.0,2,5,0,56.3,0.0,0.0,0.02,-0.4,0.0
Umut Tohumcu,"MF,FW",Hoffenheim,de Bundesliga,12,375,0,1,1,0.1,0.1,0.4,3,1,33.3,3,6,1,57.1,0.0,0.24,0.02,-0.1,33.33
Corentin Tolisso,MF,Lyon,fr Ligue 1,32,2329,7,4,11,5.3,5.3,4.9,51,18,35.3,31,81,15,52.4,0.27,0.15,0.2,1.7,35.29
John Tolkin,"DF,MF",Holstein Kiel,de Bundesliga,11,737,0,2,2,0.1,0.1,0.7,3,0,0.0,11,20,2,50.0,0.0,0.24,0.01,-0.1,0.0
Rafael Tolói,DF,Atalanta,it Serie A,11,468,0,0,0,0.1,0.1,0.2,3,0,0.0,3,7,0,66.7,0.0,0.0,0.02,-0.1,0.0
Tiago Tomás,"FW,MF",Wolfsburg,de Bundesliga,32,1884,6,1,7,5.4,5.4,2.6,42,20,47.6,20,55,8,36.3,0.29,0.05,0.26,0.6,47.62
Fikayo Tomori,DF,Milan,it Serie A,22,1593,0,1,1,0.1,0.1,0.7,2,0,0.0,8,22,3,100.0,0.0,0.06,0.01,-0.1,0.0
Sandro Tonali,MF,Newcastle Utd,eng Premier League,36,2630,4,2,6,4.4,4.4,2.2,35,12,34.3,28,78,9,54.1,0.14,0.07,0.15,-0.4,34.29
Pablo Torre,"MF,FW",Barcelona,es La Liga,10,310,3,1,4,0.4,0.4,0.8,6,4,66.7,8,18,3,33.3,0.87,0.29,0.12,2.6,66.67
David Torres,DF,Valladolid,es La Liga,18,1387,0,0,0,0.3,0.3,0.0,3,1,33.3,1,3,0,50.0,0.0,0.0,0.02,-0.3,33.33
Ferrán Torres,"FW,MF",Barcelona,es La Liga,27,1106,10,6,16,8.0,8.0,3.1,48,22,45.8,19,38,7,52.4,0.81,0.49,0.65,2.0,45.83
Pau Torres,DF,Aston Villa,eng Premier League,24,2020,0,0,0,0.5,0.5,0.1,8,2,25.0,3,14,2,88.2,0.0,0.0,0.02,-0.5,25.0
Lucas Torró,MF,Osasuna,es La Liga,35,2957,3,0,3,2.3,2.3,1.2,31,7,22.6,10,38,3,66.7,0.09,0.0,0.07,0.7,22.58
Abdoulaye Touré,MF,Le Havre,fr Ligue 1,28,2324,10,1,11,9.4,2.2,0.4,38,6,15.8,7,49,5,51.5,0.39,0.04,0.36,0.6,15.79
Bazoumana Touré,"FW,MF",Hoffenheim,de Bundesliga,13,609,0,3,3,1.4,1.4,1.9,19,5,26.3,13,25,4,54.5,0.0,0.44,0.21,-1.4,26.32
Birama Touré,"MF,DF",Montpellier,fr Ligue 1,8,300,0,0,0,0.0,0.0,0.1,3,1,33.3,3,6,0,0.0,0.0,0.0,0.0,0.0,33.33
Souleymane Touré,DF,Udinese,it Serie A,12,733,1,0,1,0.4,0.4,0.0,4,2,50.0,2,8,0,50.0,0.12,0.0,0.05,0.6,50.0
Lucas Tousart,MF,Union Berlin,de Bundesliga,15,561,0,1,1,0.4,0.4,0.5,9,5,55.6,3,12,2,45.5,0.0,0.16,0.06,-0.4,55.56
Conor Townsend,DF,Ipswich Town,eng Premier League,6,335,0,1,1,0.0,0.0,0.7,1,0,0.0,4,5,1,0.0,0.0,0.27,0.0,0.0,0.0
Adama Traoré,"FW,MF",Fulham,eng Premier League,36,1772,2,7,9,4.0,4.0,4.9,39,12,30.8,42,82,10,49.5,0.1,0.36,0.2,-2.0,30.77
Hamari Traoré,DF,Real Sociedad,es La Liga,11,700,0,1,1,0.0,0.0,0.2,1,0,0.0,3,13,2,60.0,0.0,0.13,0.0,0.0,0.0
Omar Traoré,DF,Heidenheim,de Bundesliga,30,2616,0,1,1,0.5,0.5,1.6,16,3,18.8,20,54,2,39.1,0.0,0.03,0.02,-0.5,18.75
Kevin Trapp,GK,Eint Frankfurt,de Bundesliga,26,2295,0,0,0,0.0,0.0,0.0,0,0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,
Mark Travers,GK,Bournemouth,eng Premier League,5,450,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,
Óscar Trejo,MF,Rayo Vallecano,es La Liga,19,496,1,0,1,0.6,0.6,1.0,5,2,40.0,9,18,1,36.4,0.18,0.0,0.11,0.4,40.0
Philipp Treu,"MF,DF",St. Pauli,de Bundesliga,33,2881,0,2,2,1.2,1.2,2.5,19,4,21.1,22,69,5,33.3,0.0,0.06,0.04,-1.2,21.05
Christopher Trimmel,"DF,MF",Union Berlin,de Bundesliga,26,1740,0,3,3,0.2,0.2,2.1,9,3,33.3,35,57,6,25.0,0.0,0.16,0.01,-0.2,33.33
Kieran Trippier,DF,Newcastle Utd,eng Premier League,25,1309,0,3,3,0.1,0.1,1.4,4,0,0.0,22,54,6,50.0,0.0,0.21,0.01,-0.1,0.0
Leandro Trossard,FW,Arsenal,eng Premier League,38,2546,8,7,15,7.2,7.2,6.1,72,21,29.2,41,93,8,44.2,0.28,0.25,0.25,0.8,29.17
Adrien Truffert,"DF,MF",Rennes,fr Ligue 1,33,2752,2,2,4,2.4,2.3,3.2,23,10,43.5,39,76,8,36.4,0.07,0.07,0.08,-0.4,43.48
Kostas Tsimikas,DF,Liverpool,eng Premier League,18,837,0,1,1,0.4,0.4,2.1,4,2,50.0,16,31,2,41.7,0.0,0.11,0.04,-0.4,50.0
Viktor Tsyhankov,"FW,MF",Girona,es La Liga,27,1913,2,5,7,2.8,2.8,3.9,35,9,25.7,33,65,8,42.9,0.09,0.24,0.13,-0.8,25.71
Axel Tuanzebe,DF,Ipswich Town,eng Premier League,22,1710,0,1,1,0.2,0.2,0.3,4,0,0.0,5,19,2,40.0,0.0,0.05,0.01,-0.2,0.0
Stefano Turati,GK,Monza,it Serie A,30,2676,0,0,0,0.0,0.0,0.0,0,0,0.0,0,5,1,0.0,0.0,0.0,0.0,0.0,
Beñat Turrientes,MF,Real Sociedad,es La Liga,21,942,0,0,0,0.6,0.6,0.2,7,1,14.3,3,12,0,54.2,0.0,0.0,0.06,-0.6,14.29
Tuta,"DF,MF",Eint Frankfurt,de Bundesliga,30,2274,2,1,3,1.1,1.1,0.3,13,5,38.5,4,26,1,76.5,0.08,0.04,0.04,0.9,38.46
Christantus Uche,"FW,MF",Getafe,es La Liga,33,2486,4,6,10,3.8,3.8,2.9,50,14,28.0,29,78,10,35.2,0.14,0.22,0.14,0.2,28.0
Destiny Udogie,DF,Tottenham,eng Premier League,25,1924,0,1,1,0.3,0.3,1.5,5,1,20.0,16,36,3,40.6,0.0,0.05,0.01,-0.3,20.0
